Chip Run Info;E:\Helene-Adam-Riz-96x96-270317\jordan file\ChipRun.bml;1362290083;96.96 (136x);GE 96x96 Fast PCR+Melt v2;ROX;EvaGreen;28/03/2017 14:02:44;00:31:21;BIOMARKHD267
Application Version;4.1.3
Application Build;20140305.1515
Export Type;Table Results
Quality Threshold;0,65
Baseline Correction Method;Linear (Derivative)
Ct Threshold Method;Auto (Global)


Experiment Information;Experiment Information;Experiment Information;Experiment Information;Experiment Information;Experiment Information;EvaGreen;EvaGreen;EvaGreen;EvaGreen;EvaGreen;EvaGreen;EvaGreen;EvaGreen;User
Chamber;Sample;Sample;Sample;EvaGreen;EvaGreen;Ct;Ct;Ct;Ct;Ct;Tm;Tm;Tm;Defined
ID;Name;Type;rConc;Name;Type;Value;Calibrated rConc;Quality;Call;Threshold;In Range;Out Range;Peak Ratio;Comments
S09-A29;J-N3R3;Unknown;250;gene4;Test;11,75061844968;216,227039131318;1;Pass;0,0102099395112248;77,1431177069758;999;1;
S09-A67;J-N3R3;Unknown;250;gene2;Test;9,46365749583309;288,263635472207;1;Pass;0,0102099395112248;80,7165921245111;999;1;
S09-A96;J-N3R3;Unknown;250;normalizer2;Reference;11,1210856310046;298,961318860696;1;Pass;0,0102099395112248;81,895100518782;999;1;
S09-A95;J-N3R3;Unknown;250;normalizer3;Reference;6,21180396472193;241,291900108626;1;Pass;0,0102099395112248;79,9116354739853;999;1;
S09-A93;J-N3R3;Unknown;250;normalizer1bis;Reference;3,55107628763832;273,381536948165;0,517025429212774;Fail;0,0102099395112248;79,9450500147199;999;1;
S09-A91;J-N3R3;Unknown;250;gene3;Test;9,45865549973635;298,321052636816;1;Pass;0,0102099395112248;85,2037222499379;999;1;
S86-A01;I -Mix 1/40;Standard;6,25;normalizer1;Reference;9,26828353541713;5,61909906309703;0,971522786443155;Pass;0,0102099395112248;80,0092672739964;999;1;
S86-A22;I -Mix 1/40;Standard;6,25;gene1;Test;17,4038516816225;3,71219322190668;1;Pass;0,0102099395112248;82,2885114261111;999;1;
S86-A29;I -Mix 1/40;Standard;6,25;gene4;Test;17,2162435735651;7,65071088990378;0,993297065181193;Pass;0,0102099395112248;77,0974184809863;999;1;
S86-A67;I -Mix 1/40;Standard;6,25;gene2;Test;15,2354692730727;7,91852021571706;0,980102812962349;Pass;0,0102099395112248;80,4003095425014;999;1;
S86-A96;I -Mix 1/40;Standard;6,25;normalizer2;Reference;18,0940352434981;7,53533241044174;1;Pass;0,0102099395112248;81,5345576545639;999;1;
S86-A95;I -Mix 1/40;Standard;6,25;normalizer3;Reference;11,8441662729992;6,58200997903637;1;Pass;0,0102099395112248;79,8808887520119;999;1;
S86-A93;I -Mix 1/40;Standard;6,25;normalizer1bis;Reference;9,04803564535281;6,31975441556124;0,938359438726238;Pass;0,0102099395112248;79,9041631473935;999;1;
S86-A91;I -Mix 1/40;Standard;6,25;gene3;Test;15,829646148226;8,29453855221848;1;Pass;0,0102099395112248;85,151681192038;999;1;
S08-A01;J-N3R2;Unknown;250;normalizer1;Reference;3,53551265738883;266,588199262799;0,511837552462943;Fail;0,0102099395112248;80,0128528016081;999;1;
S08-A22;J-N3R2;Unknown;250;gene1;Test;6,37455213611185;10649,3917248326;1;Pass;0,0102099395112248;82,372610749982;999;1;
S08-A29;J-N3R2;Unknown;250;gene4;Test;12,4822322747372;138,246831928569;1;Pass;0,0102099395112248;77,1229201187561;999;1;
S08-A67;J-N3R2;Unknown;250;gene2;Test;9,50783128606882;280,441214010239;1;Pass;0,0102099395112248;80,698305079364;999;1;
S08-A96;J-N3R2;Unknown;250;normalizer2;Reference;11,221620330792;283,509712429969;1;Pass;0,0102099395112248;81,8843973200839;999;1;
S08-A95;J-N3R2;Unknown;250;normalizer3;Reference;6,38038285605071;216,633728681281;1;Pass;0,0102099395112248;79,8816696874601;999;1;
S08-A93;J-N3R2;Unknown;250;normalizer1bis;Reference;3,69239027675716;248,147364889195;0,564130092252387;Fail;0,0102099395112248;79,9000549075665;999;1;
S08-A91;J-N3R2;Unknown;250;gene3;Test;9,27493697912762;330,78874685591;1;Pass;0,0102099395112248;85,17256070631;999;1;
S85-A01;I -Mix 1/20;Standard;12,5;normalizer1;Reference;8,07310852713709;12,5636989260265;0,949113109636426;Pass;0,0102099395112248;80,0937154137443;999;1;
S85-A22;I -Mix 1/20;Standard;12,5;gene1;Test;17,1551887349361;4,44208235609761;1;Pass;0,0102099395112248;82,3018174678759;999;1;
S85-A29;I -Mix 1/20;Standard;12,5;gene4;Test;16,2223211484049;14,0476476245048;1;Pass;0,0102099395112248;77,2643298138746;999;1;
S85-A67;I -Mix 1/20;Standard;12,5;gene2;Test;14,3945282548264;13,3690252301499;1;Pass;0,0102099395112248;80,5715126583825;999;1;
S85-A96;I -Mix 1/20;Standard;12,5;normalizer2;Reference;16,835718051887;14,6408103368223;1;Pass;0,0102099395112248;81,6517863730492;999;1;
S85-A95;I -Mix 1/20;Standard;12,5;normalizer3;Reference;10,7059640248153;13,6286519393029;1;Pass;0,0102099395112248;79,980969974108;999;1;
S85-A93;I -Mix 1/20;Standard;12,5;normalizer1bis;Reference;8,05042729781877;12,5204518246776;0,959344182291004;Pass;0,0102099395112248;79,9828408127798;999;1;
S85-A91;I -Mix 1/20;Standard;12,5;gene3;Test;15,4269993811224;10,4021861751605;1;Pass;0,0102099395112248;85,2010674957215;999;1;
S07-A01;J-N3R1;Unknown;250;normalizer1;Reference;3,58072272500452;258,596231178555;0,526907575001506;Fail;0,0102099395112248;79,9940436251578;999;1;
S07-A22;J-N3R1;Unknown;250;gene1;Test;6,64627506873733;8752,64764845208;1;Pass;0,0102099395112248;82,3546839753731;999;1;
S07-A29;J-N3R1;Unknown;250;gene4;Test;12,1534569955892;169,024679763497;0,955185699155846;Pass;0,0102099395112248;77,1027292792293;999;1;
S07-A67;J-N3R1;Unknown;250;gene2;Test;9,50897052860112;280,242306596671;1;Pass;0,0102099395112248;80,6709268283617;999;1;
S07-A96;J-N3R1;Unknown;250;normalizer2;Reference;11,4804224660315;247,308414007448;1;Pass;0,0102099395112248;81,873991764266;999;1;
S07-A95;J-N3R1;Unknown;250;normalizer3;Reference;6,42783862242151;210,158499066026;1;Pass;0,0102099395112248;79,8532411724853;999;1;
S07-A93;J-N3R1;Unknown;250;normalizer1bis;Reference;3,60434132492944;263,582043619546;0,534780441643148;Fail;0,0102099395112248;79,8856766806014;999;1;
S07-A91;J-N3R1;Unknown;250;gene3;Test;8,55178030347142;496,77125278849;1;Pass;0,0102099395112248;85,1533886930182;999;1;
S84-A01;I -Mix 1/10;Standard;25;normalizer1;Reference;7,04736462356202;25,0627831997244;0,946275503689789;Pass;0,0102099395112248;79,9493768406094;999;1;
S84-A22;I -Mix 1/10;Standard;25;gene1;Test;15,7662066128454;12,1069183163068;1;Pass;0,0102099395112248;82,1407099473099;999;1;
S84-A29;I -Mix 1/10;Standard;25;gene4;Test;15,1418254851346;27,1951811188081;0,973596738141176;Pass;0,0102099395112248;77,0625743833847;999;1;
S84-A67;I -Mix 1/10;Standard;25;gene2;Test;13,3990881223617;24,8510078462524;1;Pass;0,0102099395112248;80,3082968717184;999;1;
S84-A96;I -Mix 1/10;Standard;25;normalizer2;Reference;16,0282107833619;22,4223937016145;1;Pass;0,0102099395112248;81,5354312394148;999;1;
S84-A95;I -Mix 1/10;Standard;25;normalizer3;Reference;9,77851229669142;24,6614697851896;1;Pass;0,0102099395112248;79,7969730359698;999;1;
S84-A93;I -Mix 1/10;Standard;25;normalizer1bis;Reference;7,03103209272252;25,1781756490524;0,95277163967937;Pass;0,0102099395112248;79,8224916493866;999;1;
S84-A91;I -Mix 1/10;Standard;25;gene3;Test;14,2764438755968;19,8658691114561;1;Pass;0,0102099395112248;85,0733319985792;999;1;
S18-A01;G-N2R3;Unknown;250;normalizer1;Reference;3,79346881673683;224,087947406513;0,597822938912276;Fail;0,0102099395112248;80,0203226289073;999;1;
S18-A22;G-N2R3;Unknown;250;gene1;Test;12,6100252157812;118,167760423093;1;Pass;0,0102099395112248;81,8944500608815;999;1;
S18-A29;G-N2R3;Unknown;250;gene4;Test;14,1670477478868;49,3526591794978;0,958262687937586;Pass;0,0102099395112248;77,7209696475537;999;1;
S18-A67;G-N2R3;Unknown;250;gene2;Test;10,0815759630737;196,18091328887;0,962943359547557;Pass;0,0102099395112248;80,687586434565;999;1;
S18-A96;G-N2R3;Unknown;250;normalizer2;Reference;11,8187403313815;206,862264169131;1;Pass;0,0102099395112248;81,8721661661878;999;1;
S18-A95;G-N2R3;Unknown;250;normalizer3;Reference;6,42649991678572;210,33848184509;0,99964389486423;Pass;0,0102099395112248;79,8838991568587;999;1;
S18-A93;G-N2R3;Unknown;250;normalizer1bis;Reference;3,7476729114067;238,921815963733;0,582557637135565;Fail;0,0102099395112248;79,9010770653888;999;1;
S18-A91;G-N2R3;Unknown;250;gene3;Test;10,2120321826084;195,298088913211;1;Pass;0,0102099395112248;85,173288522619;999;1;
S83-A01;I - Mix;Standard;250;normalizer1;Reference;3,542357720411;265,362487582104;0,514119240136999;Fail;0,0102099395112248;80,0891445542355;999;1;
S83-A22;I - Mix;Standard;250;gene1;Test;13,5649732345006;59,3091960326939;1;Pass;0,0102099395112248;82,2324421949241;999;1;
S83-A29;I - Mix;Standard;250;gene4;Test;10,778356153213;391,796647273795;1;Pass;0,0102099395112248;77,1734226142837;999;1;
S83-A67;I - Mix;Standard;250;gene2;Test;9,07316432012617;367,628793263976;0,951591102685588;Pass;0,0102099395112248;80,4375457977035;999;1;
S83-A96;I - Mix;Standard;250;normalizer2;Reference;10,6897748619468;375,396968131848;1;Pass;0,0102099395112248;81,9936652863734;999;1;
S83-A95;I - Mix;Standard;250;normalizer3;Reference;6,09407997684548;260,157474676299;0,955464074869942;Pass;0,0102099395112248;79,9101734093607;999;1;
S83-A93;I - Mix;Standard;250;normalizer1bis;Reference;3,50765162004076;281,639610752789;0,502550540013585;Fail;0,0102099395112248;79,9504436696625;999;1;
S83-A91;I - Mix;Standard;250;gene3;Test;9,09230800145662;366,565398693545;0,985751680353895;Pass;0,0102099395112248;85,2115542901797;999;1;
S17-A01;G-N2R2;Unknown;250;normalizer1;Reference;3,93742246382316;203,389562074445;0,645807487941055;Fail;0,0102099395112248;80,0413961722408;999;1;
S17-A22;G-N2R2;Unknown;250;gene1;Test;12,9833581245107;90,2524165459409;1;Pass;0,0102099395112248;81,8877705582807;999;1;
S17-A29;G-N2R2;Unknown;250;gene4;Test;16,2079949347043;14,171226405948;0,941602962006023;Pass;0,0102099395112248;77,7455261257539;999;1;
S17-A67;G-N2R2;Unknown;250;gene2;Test;10,2302179908453;178,834956013493;0,970903058438076;Pass;0,0102099395112248;80,7005420745772;999;1;
S17-A96;G-N2R2;Unknown;250;normalizer2;Reference;12,1022141379396;178,11330890136;1;Pass;0,0102099395112248;81,8579273260766;999;1;
S17-A95;G-N2R2;Unknown;250;normalizer3;Reference;6,51238268069644;199,098466220321;1;Pass;0,0102099395112248;79,8883538413653;999;1;
S17-A93;G-N2R2;Unknown;250;normalizer1bis;Reference;3,9143931059144;213,125101718604;0,638131035304799;Fail;0,0102099395112248;79,921150819862;999;1;
S17-A91;G-N2R2;Unknown;250;gene3;Test;11,646360437269;87,1793197002162;1;Pass;0,0102099395112248;85,1702229358414;999;1;
S82-A01;H20;Blank;0;normalizer1;Reference;23,0555683175644;0,000522969295295428;1;Pass;0,0102099395112248;77,8377134051305;999;1;
S82-A22;H20;Blank;0;gene1;Test;999;-1;0;Fail;0,0102099395112248;999;999;0;
S82-A29;H20;Blank;0;gene4;Test;999;-1;0;Fail;0,0102099395112248;999;999;0;
S82-A67;H20;Blank;0;gene2;Test;25,8225199553298;0,0108413636095288;1;Pass;0,0102099395112248;74,0601790607767;999;1;
S82-A96;H20;Blank;0;normalizer2;Reference;999;-1;0;Fail;0,0102099395112248;999;999;0;
S82-A95;H20;Blank;0;normalizer3;Reference;999;-1;0;Fail;0,0102099395112248;999;999;0;
S82-A93;H20;Blank;0;normalizer1bis;Reference;999;-1;0;Fail;0,0102099395112248;999;999;0;
S82-A91;H20;Blank;0;gene3;Test;22,1458205823034;0,237841426387448;1;Pass;0,0102099395112248;78,7421059833514;999;1;
S16-A01;G-N2R1;Unknown;250;normalizer1;Reference;3,86074388054781;214,1649037178;0,620247960182602;Fail;0,0102099395112248;80,1749871645341;999;1;
S16-A22;G-N2R1;Unknown;250;gene1;Test;13,0274709378472;87,4237511027194;1;Pass;0,0102099395112248;82,0344498495836;999;1;
S16-A29;G-N2R1;Unknown;250;gene4;Test;18,7313533428005;3,02981880357409;1;Pass;0,0102099395112248;77,8491422118242;999;1;
S16-A67;G-N2R1;Unknown;250;gene2;Test;10,0729742800759;197,234695802864;1;Pass;0,0102099395112248;80,8465275035237;999;1;
S16-A96;G-N2R1;Unknown;250;normalizer2;Reference;11,8600316650016;202,402302875515;1;Pass;0,0102099395112248;82,0565056785819;999;1;
S16-A95;G-N2R1;Unknown;250;normalizer3;Reference;6,15388872472305;250,395545913311;1;Pass;0,0102099395112248;80,0451498157796;999;1;
S16-A93;G-N2R1;Unknown;250;normalizer1bis;Reference;3,65274921832588;254,981164724797;0,550916406108628;Fail;0,0102099395112248;80,0708837086434;999;1;
S16-A91;G-N2R1;Unknown;250;gene3;Test;10,3249018776931;183,287782750117;1;Pass;0,0102099395112248;85,3146440382236;999;1;
S81-A01;B - Mix 1/160;Standard;1,56;normalizer1;Reference;11,0378330527876;1,70717312148211;0,959059009035499;Pass;0,0102099395112248;80,071054518559;999;1;
S81-A22;B - Mix 1/160;Standard;1,56;gene1;Test;20,0397148362302;0,553713824039518;1;Pass;0,0102099395112248;81,9908363313087;999;1;
S81-A29;B - Mix 1/160;Standard;1,56;gene4;Test;20,3210035642338;1,14640976457279;1;Pass;0,0102099395112248;77,8276533904192;999;1;
S81-A67;B - Mix 1/160;Standard;1,56;gene2;Test;17,8826736772754;1,52277073177113;1;Pass;0,0102099395112248;80,7181685325336;999;1;
S81-A96;B - Mix 1/160;Standard;1,56;normalizer2;Reference;20,4701261476832;2,14978922330601;1;Pass;0,0102099395112248;81,8562977495995;999;1;
S81-A95;B - Mix 1/160;Standard;1,56;normalizer3;Reference;14,108858981281;1,54675786390845;0,996533363411991;Pass;0,0102099395112248;79,9095104344603;999;1;
S81-A93;B - Mix 1/160;Standard;1,56;normalizer1bis;Reference;10,8980371526305;1,77861207405307;1;Pass;0,0102099395112248;79,9283813522222;999;1;
S81-A91;B - Mix 1/160;Standard;1,56;gene3;Test;18,4520624368066;1,89827337890613;1;Pass;0,0102099395112248;85,2280834449034;999;1;
S15-A01;G-N1R3;Unknown;250;normalizer1;Reference;4,05328820423404;188,127072231502;0,645070455952887;Fail;0,0102099395112248;80,0743968712913;999;1;
S15-A22;G-N1R3;Unknown;250;gene1;Test;13,023218467994;87,6925278965742;1;Pass;0,0102099395112248;81,8982321420316;999;1;
S15-A29;G-N1R3;Unknown;250;gene4;Test;16,1175641555482;14,9767717301032;0,962156006742445;Pass;0,0102099395112248;77,8065949498095;999;1;
S15-A67;G-N1R3;Unknown;250;gene2;Test;10,6494754458563;137,737647023332;1;Pass;0,0102099395112248;80,7176309760962;999;1;
S15-A96;G-N1R3;Unknown;250;normalizer2;Reference;12,1795638111269;170,987498933299;1;Pass;0,0102099395112248;81,9301470489412;999;1;
S15-A95;G-N1R3;Unknown;250;normalizer3;Reference;6,45450864312943;206,604762255711;1;Pass;0,0102099395112248;79,9149686580225;999;1;
S15-A93;G-N1R3;Unknown;250;normalizer1bis;Reference;4,26162635770264;167,9913826538;0,753875452567547;Pass;0,0102099395112248;79,9468585730371;999;1;
S15-A91;G-N1R3;Unknown;250;gene3;Test;10,3399267246061;181,745733317885;1;Pass;0,0102099395112248;85,206633749208;999;1;
S80-A01;B -Mix 1/80;Standard;3,12;normalizer1;Reference;9,96094904239074;3,52486041638819;1;Pass;0,0102099395112248;80,0744770114075;999;1;
S80-A22;B -Mix 1/80;Standard;3,12;gene1;Test;19,0924065430264;1,09715319929197;1;Pass;0,0102099395112248;81,842370758179;999;1;
S80-A29;B -Mix 1/80;Standard;3,12;gene4;Test;19,2268910648477;2,23791562464644;1;Pass;0,0102099395112248;77,7973878769524;999;1;
S80-A67;B -Mix 1/80;Standard;3,12;gene2;Test;16,7765419805681;3,0326226462412;1;Pass;0,0102099395112248;80,6738707054504;999;1;
S80-A96;B -Mix 1/80;Standard;3,12;normalizer2;Reference;19,6980276352846;3,23143531360993;1;Pass;0,0102099395112248;81,6956548226588;999;1;
S80-A95;B -Mix 1/80;Standard;3,12;normalizer3;Reference;13,0350852964591;3,07343477952509;0,987464210804099;Pass;0,0102099395112248;79,8957884946916;999;1;
S80-A93;B -Mix 1/80;Standard;3,12;normalizer1bis;Reference;9,78659712271666;3,80961374478438;1;Pass;0,0102099395112248;79,9281989428139;999;1;
S80-A91;B -Mix 1/80;Standard;3,12;gene3;Test;18,0630238469196;2,36247830074742;1;Pass;0,0102099395112248;85,1265019671888;999;1;
S14-A01;G-N1R2;Unknown;250;normalizer1;Reference;4,80820365388801;113,168511540442;0,936067884629338;Pass;0,0102099395112248;80,064555519634;999;1;
S14-A22;G-N1R2;Unknown;250;gene1;Test;13,1082648528772;82,4708517445071;1;Pass;0,0102099395112248;81,8838135686099;999;1;
S14-A29;G-N1R2;Unknown;250;gene4;Test;18,8876246399123;2,75374806077406;1;Pass;0,0102099395112248;77,7752516646617;999;1;
S14-A67;G-N1R2;Unknown;250;gene2;Test;10,7613522313894;128,467269806185;1;Pass;0,0102099395112248;80,6998462079866;999;1;
S14-A96;G-N1R2;Unknown;250;normalizer2;Reference;13,0358914552459;108,806710930374;1;Pass;0,0102099395112248;81,84602469002;999;1;
S14-A95;G-N1R2;Unknown;250;normalizer3;Reference;7,06962758087998;139,416240809885;0,978747059368359;Pass;0,0102099395112248;79,9074324933002;999;1;
S14-A93;G-N1R2;Unknown;250;normalizer1bis;Reference;4,7655260785083;118,935227833143;0,921842026169433;Pass;0,0102099395112248;79,9369509547297;999;1;
S14-A91;G-N1R2;Unknown;250;gene3;Test;12,3642880877644;58,2216826812547;1;Pass;0,0102099395112248;85,1975808584009;999;1;
S79-A01;B -Mix 1/40;Standard;6,25;normalizer1;Reference;8,99339915804929;6,76143165245239;1;Pass;0,0102099395112248;80,0625611554312;999;1;
S79-A22;B -Mix 1/40;Standard;6,25;gene1;Test;17,9136626122041;2,5692386044056;1;Pass;0,0102099395112248;81,9268326830134;999;1;
S79-A29;B -Mix 1/40;Standard;6,25;gene4;Test;18,1545475977265;4,31089579289328;0,981113967685641;Pass;0,0102099395112248;77,7340874578311;999;1;
S79-A67;B -Mix 1/40;Standard;6,25;gene2;Test;16,3122527171424;4,04947033716245;1;Pass;0,0102099395112248;80,6874568822444;999;1;
S79-A96;B -Mix 1/40;Standard;6,25;normalizer2;Reference;18,8394670811437;5,08412274629518;1;Pass;0,0102099395112248;81,7750234366374;999;1;
S79-A95;B -Mix 1/40;Standard;6,25;normalizer3;Reference;11,9538470855633;6,13618820489895;1;Pass;0,0102099395112248;79,8988233505837;999;1;
S79-A93;B -Mix 1/40;Standard;6,25;normalizer1bis;Reference;8,87269275361235;7,12668876567492;1;Pass;0,0102099395112248;79,925534918949;999;1;
S79-A91;B -Mix 1/40;Standard;6,25;gene3;Test;16,8923717527662;4,56308611175783;1;Pass;0,0102099395112248;85,1472906495206;999;1;
S13-A01;G-N1R1;Unknown;250;normalizer1;Reference;4,71696994194165;120,337487904674;0,905656647313885;Pass;0,0102099395112248;80,0956922685563;999;1;
S13-A22;G-N1R1;Unknown;250;gene1;Test;13,1718025451437;78,7737213675493;1;Pass;0,0102099395112248;81,9272502339208;999;1;
S13-A29;G-N1R1;Unknown;250;gene4;Test;18,1130610184194;4,42163464896629;0,955396167959461;Pass;0,0102099395112248;77,8269343573442;999;1;
S13-A67;G-N1R1;Unknown;250;gene2;Test;11,0729696991237;105,805184300881;0,968627575907894;Pass;0,0102099395112248;80,7392481771318;999;1;
S13-A96;G-N1R1;Unknown;250;normalizer2;Reference;13,1899937125951;100,306375555411;1;Pass;0,0102099395112248;81,8525836799828;999;1;
S13-A95;G-N1R1;Unknown;250;normalizer3;Reference;7,18154654361287;129,787222509887;0,987287233890841;Pass;0,0102099395112248;79,9329413788328;999;1;
S13-A93;G-N1R1;Unknown;250;normalizer1bis;Reference;4,70551595852937;123,928564374021;0,901838652843124;Pass;0,0102099395112248;79,9635726826598;999;1;
S13-A91;G-N1R1;Unknown;250;gene3;Test;11,5784744178895;90,5716463158406;1;Pass;0,0102099395112248;85,2298856792852;999;1;
S78-A01;B -Mix 1/20;Standard;12,5;normalizer1;Reference;8,03352573743645;12,9030066408873;0,929825070562681;Pass;0,0102099395112248;80,0611293813072;999;1;
S78-A22;B -Mix 1/20;Standard;12,5;gene1;Test;16,5795476011507;6,73055010925348;1;Pass;0,0102099395112248;81,8267131394767;999;1;
S78-A29;B -Mix 1/20;Standard;12,5;gene4;Test;17,2076154672035;7,69117488944626;0,976736728770089;Pass;0,0102099395112248;77,7439670787606;999;1;
S78-A67;B -Mix 1/20;Standard;12,5;gene2;Test;15,0321374512123;8,98753788615105;0,949175158430141;Pass;0,0102099395112248;80,6541191783115;999;1;
S78-A96;B -Mix 1/20;Standard;12,5;normalizer2;Reference;17,8247736654333;8,6861882560188;1;Pass;0,0102099395112248;81,6291958291132;999;1;
S78-A95;B -Mix 1/20;Standard;12,5;normalizer3;Reference;11,048738228257;10,9461099484551;0,962965891839837;Pass;0,0102099395112248;79,899455181057;999;1;
S78-A93;B -Mix 1/20;Standard;12,5;normalizer1bis;Reference;8,07875228365908;12,279751825597;0,944495933252093;Pass;0,0102099395112248;79,920500852017;999;1;
S78-A91;B -Mix 1/20;Standard;12,5;gene3;Test;16,1293599413473;7,00805686354637;0,994846589630922;Pass;0,0102099395112248;85,1189402402142;999;1;
S24-A01;G-N4R3;Unknown;250;normalizer1;Reference;4,13931962820211;177,540332367105;0,713106542734035;Pass;0,0102099395112248;80,1112317695031;999;1;
S24-A22;G-N4R3;Unknown;250;gene1;Test;13,9384154524175;45,2947224690957;1;Pass;0,0102099395112248;81,937719349098;999;1;
S24-A29;G-N4R3;Unknown;250;gene4;Test;11,7267245249436;219,408884226073;1;Pass;0,0102099395112248;77,7572572793747;999;1;
S24-A67;G-N4R3;Unknown;250;gene2;Test;10,604286172863;141,669168859556;1;Pass;0,0102099395112248;80,7654836615589;999;1;
S24-A96;G-N4R3;Unknown;250;normalizer2;Reference;12,2615975958511;163,741415172681;1;Pass;0,0102099395112248;81,9449836052953;999;1;
S24-A95;G-N4R3;Unknown;250;normalizer3;Reference;6,87653936501445;157,7381025119;1;Pass;0,0102099395112248;79,9468954547375;999;1;
S24-A93;G-N4R3;Unknown;250;normalizer1bis;Reference;3,93514113897252;210,116100726696;0,645047046324174;Fail;0,0102099395112248;79,9749833721054;999;1;
S24-A91;G-N4R3;Unknown;250;gene3;Test;11,8089544492756;79,5619784641833;1;Pass;0,0102099395112248;85,2335805562086;999;1;
S77-A01;B -Mix 1/10;Standard;25;normalizer1;Reference;7,07221828884337;24,6469093068202;0,940496119288611;Pass;0,0102099395112248;80,0836364084576;999;1;
S77-A22;B -Mix 1/10;Standard;25;gene1;Test;15,7256118534042;12,4669466744621;1;Pass;0,0102099395112248;81,9601254172386;999;1;
S77-A29;B -Mix 1/10;Standard;25;gene4;Test;16,0421253598796;15,683694724103;0,957648911128774;Pass;0,0102099395112248;77,7665080184563;999;1;
S77-A67;B -Mix 1/10;Standard;25;gene2;Test;13,9710265765475;17,4039354084262;1;Pass;0,0102099395112248;80,6717971013293;999;1;
S77-A96;B -Mix 1/10;Standard;25;normalizer2;Reference;16,6357280952242;16,2709075119566;1;Pass;0,0102099395112248;81,7074716892133;999;1;
S77-A95;B -Mix 1/10;Standard;25;normalizer3;Reference;9,89402554566918;22,9054771920147;1;Pass;0,0102099395112248;79,9109439824933;999;1;
S77-A93;B -Mix 1/10;Standard;25;normalizer1bis;Reference;6,82555882950737;28,9854202473922;1;Pass;0,0102099395112248;79,938643322019;999;1;
S77-A91;B -Mix 1/10;Standard;25;gene3;Test;15,0056779441441;13,1831031374344;0,959872487751743;Pass;0,0102099395112248;85,1665136407194;999;1;
S23-A01;G-N4R2;Unknown;250;normalizer1;Reference;4,24096710682057;165,797075465371;0,686778603912233;Pass;0,0102099395112248;80,107052387796;999;1;
S23-A22;G-N4R2;Unknown;250;gene1;Test;14,761042455897;25,0122856267141;1;Pass;0,0102099395112248;81,9354502896046;999;1;
S23-A29;G-N4R2;Unknown;250;gene4;Test;10,9286649643611;357,397405541731;1;Pass;0,0102099395112248;77,7442290732634;999;1;
S23-A67;G-N4R2;Unknown;250;gene2;Test;10,2342103404095;178,390848453763;0,961993304838034;Pass;0,0102099395112248;80,719807071138;999;1;
S23-A96;G-N4R2;Unknown;250;normalizer2;Reference;12,1153551149674;176,88209398105;1;Pass;0,0102099395112248;81,9537749889476;999;1;
S23-A95;G-N4R2;Unknown;250;normalizer3;Reference;6,69317870144483;177,361103236012;1;Pass;0,0102099395112248;79,937944275731;999;1;
S23-A93;G-N4R2;Unknown;250;normalizer1bis;Reference;3,90802299547154;214,057549793312;0,636007665157179;Fail;0,0102099395112248;79,9749651312425;999;1;
S23-A91;G-N4R2;Unknown;250;gene3;Test;11,3485284333748;103,073856983925;0,999793290036697;Pass;0,0102099395112248;85,2374877687748;999;1;
S76-A01;B - Mix;Standard;250;normalizer1;Reference;3,55000063587093;264,000566341855;0,516666878623643;Fail;0,0102099395112248;80,1349257947556;999;1;
S76-A22;B - Mix;Standard;250;gene1;Test;13,0484089567827;86,1123321436027;1;Pass;0,0102099395112248;81,962423195725;999;1;
S76-A29;B - Mix;Standard;250;gene4;Test;11,7234357083958;219,850491401545;1;Pass;0,0102099395112248;77,7617230116598;999;1;
S76-A67;B - Mix;Standard;250;gene2;Test;9,59765187306182;265,18403908127;1;Pass;0,0102099395112248;80,746717652842;999;1;
S76-A96;B - Mix;Standard;250;normalizer2;Reference;11,1176261071388;299,507759703702;1;Pass;0,0102099395112248;82,031336262324;999;1;
S76-A95;B - Mix;Standard;250;normalizer3;Reference;6,00189910561969;275,953686095438;0,965165752503798;Pass;0,0102099395112248;79,9511676089367;999;1;
S76-A93;B - Mix;Standard;250;normalizer1bis;Reference;3,38656905801646;306,007263961302;0,462189686005486;Fail;0,0102099395112248;79,9844883835556;999;1;
S76-A91;B - Mix;Standard;250;gene3;Test;9,70202152431365;260,16583343728;1;Pass;0,0102099395112248;85,2522401658017;999;1;
S22-A01;G-N4R1;Unknown;250;normalizer1;Reference;3,93824383297901;203,27712300489;0,646081277659668;Fail;0,0102099395112248;80,107927612408;999;1;
S22-A22;G-N4R1;Unknown;250;gene1;Test;13,3433505269307;69,5986688061088;1;Pass;0,0102099395112248;81,9261792992869;999;1;
S22-A29;G-N4R1;Unknown;250;gene4;Test;11,3048857929718;283,961154034249;0,97558192003949;Pass;0,0102099395112248;77,7380674490888;999;1;
S22-A67;G-N4R1;Unknown;250;gene2;Test;10,0885277827072;195,333368938833;0,958541896337942;Pass;0,0102099395112248;80,7308982511873;999;1;
S22-A96;G-N4R1;Unknown;250;normalizer2;Reference;11,9063166746681;197,517168302031;1;Pass;0,0102099395112248;81,8878453401623;999;1;
S22-A95;G-N4R1;Unknown;250;normalizer3;Reference;6,45349235572183;206,739073075595;1;Pass;0,0102099395112248;79,9333522877401;999;1;
S22-A93;G-N4R1;Unknown;250;normalizer1bis;Reference;3,70844116451024;245,432694774714;0,569480388170079;Fail;0,0102099395112248;79,9660835804494;999;1;
