Chip Run Info;E:\Helene-Adam-Riz-96x96-270317\jordan file\ChipRun.bml;1362290083;96.96 (136x);GE 96x96 Fast PCR+Melt v2;ROX;EvaGreen;28/03/2017 14:02:44;00:31:21;BIOMARKHD267
Application Version;4.1.3
Application Build;20140305.1515
Export Type;Table Results
Quality Threshold;0,65
Baseline Correction Method;Linear (Derivative)
Ct Threshold Method;Auto (Global)


Experiment Information;Experiment Information;Experiment Information;Experiment Information;Experiment Information;Experiment Information;EvaGreen;EvaGreen;EvaGreen;EvaGreen;EvaGreen;EvaGreen;EvaGreen;EvaGreen;User
Chamber;Sample;Sample;Sample;EvaGreen;EvaGreen;Ct;Ct;Ct;Ct;Ct;Tm;Tm;Tm;Defined
ID;Name;Type;rConc;Name;Type;Value;Calibrated rConc;Quality;Call;Threshold;In Range;Out Range;Peak Ratio;Comments
S22-A91;G-N4R1;Unknown;250;gene3;Test;11,4541318360708;97,1311631176534;1;Pass;0,0102099395112248;85,2483093827228;999;1;
S75-A01;H20;Blank;0;normalizer1;Reference;999;-1;0;Fail;0,0102099395112248;999;999;0;
S75-A22;H20;Blank;0;gene1;Test;999;-1;0;Fail;0,0102099395112248;999;999;0;
S75-A29;H20;Blank;0;gene4;Test;999;-1;0;Fail;0,0102099395112248;999;999;0;
S75-A67;H20;Blank;0;gene2;Test;24,7138194905941;0,0216253207437058;1;Pass;0,0102099395112248;75,2166270330861;999;1;
S75-A96;H20;Blank;0;normalizer2;Reference;999;-1;0;Fail;0,0102099395112248;999;999;0;
S75-A95;H20;Blank;0;normalizer3;Reference;24,5672311407254;0,0019274763033128;1;Pass;0,0102099395112248;74,0035106232552;999;1;
S75-A93;H20;Blank;0;normalizer1bis;Reference;999;-1;0;Fail;0,0102099395112248;999;999;0;
S75-A91;H20;Blank;0;gene3;Test;24,087644740848;0,0798113864974517;1;Pass;0,0102099395112248;78,8195270024215;999;1;
S21-A01;G-N3R3;Unknown;250;normalizer1;Reference;3,79321718953664;224,125912382933;0,597739063178881;Fail;0,0102099395112248;80,1014247829529;999;1;
S21-A22;G-N3R3;Unknown;250;gene1;Test;13,4071838070537;66,4644092023414;1;Pass;0,0102099395112248;81,9433953601903;999;1;
S21-A29;G-N3R3;Unknown;250;gene4;Test;12,2745110289666;156,967014852533;0,99016782144481;Pass;0,0102099395112248;77,7288088182446;999;1;
S21-A67;G-N3R3;Unknown;250;gene2;Test;9,86421731323982;224,619470512121;1;Pass;0,0102099395112248;80,7263422610859;999;1;
S21-A96;G-N3R3;Unknown;250;normalizer2;Reference;12,002555802816;187,733825089319;1;Pass;0,0102099395112248;81,9097785310822;999;1;
S21-A95;G-N3R3;Unknown;250;normalizer3;Reference;6,45238396475764;206,885655688871;1;Pass;0,0102099395112248;79,9301774802296;999;1;
S21-A93;G-N3R3;Unknown;250;normalizer1bis;Reference;3,61020765422113;262,524485312429;0,536735884740375;Fail;0,0102099395112248;79,9651778077286;999;1;
S21-A91;G-N3R3;Unknown;250;gene3;Test;11,4403150840611;97,8887646617441;1;Pass;0,0102099395112248;85,2572137793074;999;1;
S74-A01;G-Mix 1/160;Standard;1,56;normalizer1;Reference;10,8752552683349;1,9046396179281;1;Pass;0,0102099395112248;80,1565793967348;999;1;
S74-A22;G-Mix 1/160;Standard;1,56;gene1;Test;18,3154832368752;1,92235393816415;1;Pass;0,0102099395112248;81,9656918894782;999;1;
S74-A29;G-Mix 1/160;Standard;1,56;gene4;Test;20,399684930363;1,09256869815776;1;Pass;0,0102099395112248;77,8034538934734;999;1;
S74-A67;G-Mix 1/160;Standard;1,56;gene2;Test;17,3645730767585;2,10266037693526;1;Pass;0,0102099395112248;80,7586411930373;999;1;
S74-A96;G-Mix 1/160;Standard;1,56;normalizer2;Reference;20,438396372897;2,18609871023164;1;Pass;0,0102099395112248;81,7715870293157;999;1;
S74-A95;G-Mix 1/160;Standard;1,56;normalizer3;Reference;13,8710918671538;1,80075039619074;1;Pass;0,0102099395112248;79,978951245494;999;1;
S74-A93;G-Mix 1/160;Standard;1,56;normalizer1bis;Reference;10,794205288025;1,90978678291957;1;Pass;0,0102099395112248;79,9994361030032;999;1;
S74-A91;G-Mix 1/160;Standard;1,56;gene3;Test;19,0897662251173;1,32623934397967;1;Pass;0,0102099395112248;85,2163683593421;999;1;
S20-A01;G-N3R2;Unknown;250;normalizer1;Reference;3,61453494513628;252,776104563422;0,538178315045427;Fail;0,0102099395112248;80,1101112588596;999;1;
S20-A22;G-N3R2;Unknown;250;gene1;Test;12,5775407445662;120,971457263447;1;Pass;0,0102099395112248;81,940813099377;999;1;
S20-A29;G-N3R2;Unknown;250;gene4;Test;13,3473527210922;81,461480026463;0,991704339154365;Pass;0,0102099395112248;77,7418658551683;999;1;
S20-A67;G-N3R2;Unknown;250;gene2;Test;9,69682617730961;249,30038707749;1;Pass;0,0102099395112248;80,7296394111514;999;1;
S20-A96;G-N3R2;Unknown;250;normalizer2;Reference;11,6077514775431;231,232766874993;1;Pass;0,0102099395112248;81,9807050213728;999;1;
S20-A95;G-N3R2;Unknown;250;normalizer3;Reference;6,22872214807297;238,695555203567;0,990260049695408;Pass;0,0102099395112248;79,9355929929237;999;1;
S20-A93;G-N3R2;Unknown;250;normalizer1bis;Reference;3,45423656358874;292,140484904563;0,484745521196246;Fail;0,0102099395112248;79,9703236031465;999;1;
S20-A91;G-N3R2;Unknown;250;gene3;Test;10,7879021070838;141,273889646029;1;Pass;0,0102099395112248;85,2460841803911;999;1;
S73-A01;G-Mix 1/80;Standard;3,12;normalizer1;Reference;9,95660128023147;3,53519311425649;1;Pass;0,0102099395112248;80,1637028220981;999;1;
S73-A22;G-Mix 1/80;Standard;3,12;gene1;Test;18,0658658687778;2,30191136044379;1;Pass;0,0102099395112248;81,9943303364648;999;1;
S73-A29;G-Mix 1/80;Standard;3,12;gene4;Test;19,0103971607871;2,55461934481785;0,98881797316393;Pass;0,0102099395112248;77,8387155694781;999;1;
S73-A67;G-Mix 1/80;Standard;3,12;gene2;Test;16,7550263590563;3,07353290888239;1;Pass;0,0102099395112248;80,7750393983911;999;1;
S73-A96;G-Mix 1/80;Standard;3,12;normalizer2;Reference;19,4057186430023;3,77055942089572;1;Pass;0,0102099395112248;81,5904223733991;999;1;
S73-A95;G-Mix 1/80;Standard;3,12;normalizer3;Reference;12,661492531734;3,9027958321806;1;Pass;0,0102099395112248;80,0059622666895;999;1;
S73-A93;G-Mix 1/80;Standard;3,12;normalizer1bis;Reference;9,80872251397859;3,75228423481751;1;Pass;0,0102099395112248;80,0232137509134;999;1;
S73-A91;G-Mix 1/80;Standard;3,12;gene3;Test;18,2199213770584;2,16297297476087;1;Pass;0,0102099395112248;85,2343238661916;999;1;
S19-A01;G-N3R1;Unknown;250;normalizer1;Reference;3,72252855818428;235,050046573189;0,574176186061425;Fail;0,0102099395112248;80,089759922161;999;1;
S19-A22;G-N3R1;Unknown;250;gene1;Test;12,774457068262;104,942036384691;1;Pass;0,0102099395112248;81,92321662441;999;1;
S19-A29;G-N3R1;Unknown;250;gene4;Test;13,7430132010047;63,9585051010747;1;Pass;0,0102099395112248;77,7353051815038;999;1;
S19-A67;G-N3R1;Unknown;250;gene2;Test;9,8451357060427;227,304768472094;1;Pass;0,0102099395112248;80,7157040946627;999;1;
S19-A96;G-N3R1;Unknown;250;normalizer2;Reference;11,8855685268937;199,692271055155;1;Pass;0,0102099395112248;81,9430714157059;999;1;
S19-A95;G-N3R1;Unknown;250;normalizer3;Reference;6,42517024593038;210,517402522387;0,993545082350279;Pass;0,0102099395112248;79,9049723597558;999;1;
S19-A93;G-N3R1;Unknown;250;normalizer1bis;Reference;3,5150541261245;280,214442507874;0,5050180420415;Fail;0,0102099395112248;79,9499807033571;999;1;
S19-A91;G-N3R1;Unknown;250;gene3;Test;10,4123423368126;174,493495725015;1;Pass;0,0102099395112248;85,2556923210935;999;1;
S72-A01;G-Mix 1/40;Standard;6,25;normalizer1;Reference;8,99239538854778;6,76600242567095;1;Pass;0,0102099395112248;80,0662416710825;999;1;
S72-A22;G-Mix 1/40;Standard;6,25;gene1;Test;17,0320463432903;4,85502917879543;1;Pass;0,0102099395112248;81,8661761242972;999;1;
S72-A29;G-Mix 1/40;Standard;6,25;gene4;Test;18,0511575454744;4,59218300146893;0,972961860456133;Pass;0,0102099395112248;77,7729323830601;999;1;
S72-A67;G-Mix 1/40;Standard;6,25;gene2;Test;15,690425428266;5,96469962849715;1;Pass;0,0102099395112248;80,7146003738527;999;1;
S72-A96;G-Mix 1/40;Standard;6,25;normalizer2;Reference;18,671757310802;5,5547257733263;1;Pass;0,0102099395112248;81,6892907323311;999;1;
S72-A95;G-Mix 1/40;Standard;6,25;normalizer3;Reference;11,8504902515403;6,55544655261858;1;Pass;0,0102099395112248;79,8743695696361;999;1;
S72-A93;G-Mix 1/40;Standard;6,25;normalizer1bis;Reference;8,92993852621325;6,85250940359266;1;Pass;0,0102099395112248;79,9043716841901;999;1;
S72-A91;G-Mix 1/40;Standard;6,25;gene3;Test;17,3522743919896;3,5232505445606;1;Pass;0,0102099395112248;85,1601158234024;999;1;
S30-A01;B-N2R3;Unknown;250;normalizer1;Reference;3,69498691664587;239,449037085805;0,564995638881955;Fail;0,0102099395112248;80,1172478509596;999;1;
S30-A22;B-N2R3;Unknown;250;gene1;Test;12,5905637413608;119,839556306463;1;Pass;0,0102099395112248;81,9573415064083;999;1;
S30-A29;B-N2R3;Unknown;250;gene4;Test;15,0932298016017;28,0152732627299;0,961362789474083;Pass;0,0102099395112248;77,7680770677053;999;1;
S30-A67;B-N2R3;Unknown;250;gene2;Test;9,90009349307651;219,656316228655;1;Pass;0,0102099395112248;80,7512212248216;999;1;
S30-A96;B-N2R3;Unknown;250;normalizer2;Reference;11,6440914364544;226,839472400691;1;Pass;0,0102099395112248;81,970795845621;999;1;
S30-A95;B-N2R3;Unknown;250;normalizer3;Reference;6,28059601265893;230,907611433275;1;Pass;0,0102099395112248;79,9444227719613;999;1;
S30-A93;B-N2R3;Unknown;250;normalizer1bis;Reference;3,40663846136872;301,827249842509;0,468879487122907;Fail;0,0102099395112248;79,9793338506543;999;1;
S30-A91;B-N2R3;Unknown;250;gene3;Test;10,1560617511667;201,542580159271;1;Pass;0,0102099395112248;85,2810544453968;999;1;
S71-A01;G-Mix 1/20;Standard;12,5;normalizer1;Reference;8,10972651441252;12,2577563050643;0,977593802791913;Pass;0,0102099395112248;80,1163523926441;999;1;
S71-A22;G-Mix 1/20;Standard;12,5;gene1;Test;16,261321804812;8,46865817612176;1;Pass;0,0102099395112248;81,9726445685807;999;1;
S71-A29;G-Mix 1/20;Standard;12,5;gene4;Test;17,2318996601679;7,57782998246237;0,997639770635377;Pass;0,0102099395112248;77,7612182669303;999;1;
S71-A67;G-Mix 1/20;Standard;12,5;gene2;Test;14,9188995805718;9,64426293608696;1;Pass;0,0102099395112248;80,7266470208851;999;1;
S71-A96;G-Mix 1/20;Standard;12,5;normalizer2;Reference;18,023972381166;7,81922956325426;1;Pass;0,0102099395112248;81,7340537634778;999;1;
S71-A95;G-Mix 1/20;Standard;12,5;normalizer3;Reference;11,0758763210314;10,7577930598484;0,964727621026777;Pass;0,0102099395112248;79,9253293511075;999;1;
S71-A93;G-Mix 1/20;Standard;12,5;normalizer1bis;Reference;8,13747258099339;11,7953972529649;0,957994200939965;Pass;0,0102099395112248;79,9527014711388;999;1;
S71-A91;G-Mix 1/20;Standard;12,5;gene3;Test;16,3013369526587;6,36206711191386;1;Pass;0,0102099395112248;85,1906643298595;999;1;
S29-A01;B-N2R2;Unknown;250;normalizer1;Reference;3,72777855361988;234,220726364117;0,575926184539959;Fail;0,0102099395112248;80,147323765619;999;1;
S29-A22;B-N2R2;Unknown;250;gene1;Test;13,1776722247643;78,44065532883;1;Pass;0,0102099395112248;81,9653078449364;999;1;
S29-A29;B-N2R2;Unknown;250;gene4;Test;14,8674720256646;32,1615560437377;1;Pass;0,0102099395112248;77,8223233660353;999;1;
S29-A67;B-N2R2;Unknown;250;gene2;Test;10,7379900814112;130,350119292386;1;Pass;0,0102099395112248;80,7610254565626;999;1;
S29-A96;B-N2R2;Unknown;250;normalizer2;Reference;11,7500836102731;214,49662916429;1;Pass;0,0102099395112248;81,9805422656606;999;1;
S29-A95;B-N2R2;Unknown;250;normalizer3;Reference;6,38054298871738;216,611546881686;1;Pass;0,0102099395112248;79,9664612477348;999;1;
S29-A93;B-N2R2;Unknown;250;normalizer1bis;Reference;3,7227211066497;243,042516534983;0,574240368883232;Fail;0,0102099395112248;80,0004367321368;999;1;
S29-A91;B-N2R2;Unknown;250;gene3;Test;11,2804269339477;107,097648969619;1;Pass;0,0102099395112248;85,3172438997658;999;1;
S70-A01;G- Mix 1/10;Standard;25;normalizer1;Reference;6,75525935597471;30,5095916600863;1;Pass;0,0102099395112248;80,1208307940565;999;1;
S70-A22;G- Mix 1/10;Standard;25;gene1;Test;14,9735664152145;21,4549224069409;1;Pass;0,0102099395112248;81,9432245509624;999;1;
S70-A29;G- Mix 1/10;Standard;25;gene4;Test;16,1940519189879;14,2925435244121;1;Pass;0,0102099395112248;77,7399523577134;999;1;
S70-A67;G- Mix 1/10;Standard;25;gene2;Test;13,4529432710314;24,0313071784873;1;Pass;0,0102099395112248;80,7396617554797;999;1;
S70-A96;G- Mix 1/10;Standard;25;normalizer2;Reference;16,4949427656267;17,5261322345334;1;Pass;0,0102099395112248;81,7109346315681;999;1;
S70-A95;G- Mix 1/10;Standard;25;normalizer3;Reference;9,64577936150258;26,8460695866269;1;Pass;0,0102099395112248;79,9298899325303;999;1;
S70-A93;G- Mix 1/10;Standard;25;normalizer1bis;Reference;6,880248682335;27,9191486679268;1;Pass;0,0102099395112248;79,9535628053516;999;1;
S70-A91;G- Mix 1/10;Standard;25;gene3;Test;15,0036985041;13,1977852924815;1;Pass;0,0102099395112248;85,2157562766698;999;1;
S28-A01;B-N2R1;Unknown;250;normalizer1;Reference;3,56133253951226;261,99414374;0,520444179837419;Fail;0,0102099395112248;80,2196153476044;999;1;
S28-A22;B-N2R1;Unknown;250;gene1;Test;12,7999144484955;103,031157352979;1;Pass;0,0102099395112248;82,0514043305799;999;1;
S28-A29;B-N2R1;Unknown;250;gene4;Test;16,7719526369216;10,0384791876341;1;Pass;0,0102099395112248;77,8037800039582;999;1;
S28-A67;B-N2R1;Unknown;250;gene2;Test;10,1574111074315;187,130700673182;1;Pass;0,0102099395112248;80,8414488762948;999;1;
S28-A96;B-N2R1;Unknown;250;normalizer2;Reference;11,3049684890063;271,306880504187;1;Pass;0,0102099395112248;82,0709706405789;999;1;
S28-A95;B-N2R1;Unknown;250;normalizer3;Reference;6,09344017307606;260,263934305376;1;Pass;0,0102099395112248;80,0392553157469;999;1;
S28-A93;B-N2R1;Unknown;250;normalizer1bis;Reference;3,49468594734267;284,153316790952;0,498228649114224;Fail;0,0102099395112248;80,0625221572268;999;1;
S28-A91;B-N2R1;Unknown;250;gene3;Test;10,6939284173164;148,940116798723;1;Pass;0,0102099395112248;85,3680131976522;999;1;
S69-A01;G-Mix;Standard;250;normalizer1;Reference;3,60423038675765;254,535822185637;0,534743462252549;Fail;0,0102099395112248;80,1816224249993;999;1;
S69-A22;G-Mix;Standard;250;gene1;Test;12,6982405786145;110,877498126966;1;Pass;0,0102099395112248;82,0256156270485;999;1;
S69-A29;G-Mix;Standard;250;gene4;Test;12,1514843494505;169,22864999718;0,99094270434243;Pass;0,0102099395112248;77,8029109875668;999;1;
S69-A67;G-Mix;Standard;250;gene2;Test;9,55500287146188;272,322158655379;1;Pass;0,0102099395112248;80,7666373087892;999;1;
S69-A96;G-Mix;Standard;250;normalizer2;Reference;11,2385206852453;280,991784721204;1;Pass;0,0102099395112248;82,044299997659;999;1;
S69-A95;G-Mix;Standard;250;normalizer3;Reference;5,82602281045739;308,801539801433;1;Pass;0,0102099395112248;79,9757714243666;999;1;
S69-A93;G-Mix;Standard;250;normalizer1bis;Reference;3,76374673198641;236,304357170456;0,587915577328804;Fail;0,0102099395112248;80,0153610835048;999;1;
S69-A91;G-Mix;Standard;250;gene3;Test;10,192052083194;197,50469961631;1;Pass;0,0102099395112248;85,3150295234524;999;1;
S27-A01;B-N1R3;Unknown;250;normalizer1;Reference;3,72806566585388;234,175456904219;0,57602188861796;Fail;0,0102099395112248;80,1384957258125;999;1;
S27-A22;B-N1R3;Unknown;250;gene1;Test;13,4719892778396;63,4267679839486;1;Pass;0,0102099395112248;81,9232389038539;999;1;
S27-A29;B-N1R3;Unknown;250;gene4;Test;16,5712179311293;11,3492222167675;1;Pass;0,0102099395112248;77,7999704219666;999;1;
S27-A67;B-N1R3;Unknown;250;gene2;Test;10,4667038477564;154,343478495646;1;Pass;0,0102099395112248;80,7424358511978;999;1;
S27-A96;B-N1R3;Unknown;250;normalizer2;Reference;11,8570886714045;202,71697434268;1;Pass;0,0102099395112248;81,9740359047155;999;1;
S27-A95;B-N1R3;Unknown;250;normalizer3;Reference;6,44047658011557;208,46695556105;1;Pass;0,0102099395112248;79,9523931309157;999;1;
S27-A93;B-N1R3;Unknown;250;normalizer1bis;Reference;3,75594442894359;237,571282270207;0,585314809647865;Fail;0,0102099395112248;79,9879208031135;999;1;
S27-A91;B-N1R3;Unknown;250;gene3;Test;10,8798665275172;134,153747496938;1;Pass;0,0102099395112248;85,2958297577407;999;1;
S68-A01;H20;Blank;0;normalizer1;Reference;999;-1;0;Fail;0,0102099395112248;999;999;0;
S68-A22;H20;Blank;0;gene1;Test;999;-1;0;Fail;0,0102099395112248;999;999;0;
S68-A29;H20;Blank;0;gene4;Test;999;-1;0;Fail;0,0102099395112248;999;999;0;
S68-A67;H20;Blank;0;gene2;Test;24,7609074769593;0,0210003393066529;1;Pass;0,0102099395112248;73,5606807286965;999;1;
S68-A96;H20;Blank;0;normalizer2;Reference;999;-1;0;Fail;0,0102099395112248;999;999;0;
S68-A95;H20;Blank;0;normalizer3;Reference;999;-1;0;Fail;0,0102099395112248;999;999;0;
S68-A93;H20;Blank;0;normalizer1bis;Reference;999;-1;0;Fail;0,0102099395112248;999;999;0;
S68-A91;H20;Blank;0;gene3;Test;24,1413083125711;0,0774389409099287;1;Pass;0,0102099395112248;78,8033145227435;999;1;
S26-A01;B-N1R2;Unknown;250;normalizer1;Reference;4,02890049672312;191,241388485831;0,65200673132115;Pass;0,0102099395112248;80,1500105164179;999;1;
S26-A22;B-N1R2;Unknown;250;gene1;Test;13,0445215955495;86,3543147110544;1;Pass;0,0102099395112248;81,9798787034686;999;1;
S26-A29;B-N1R2;Unknown;250;gene4;Test;15,6147910788406;20,3663056617007;1;Pass;0,0102099395112248;77,7576397934868;999;1;
S26-A67;B-N1R2;Unknown;250;gene2;Test;10,1145902802433;192,188376683718;0,992179179619611;Pass;0,0102099395112248;80,7592730272323;999;1;
S26-A96;B-N1R2;Unknown;250;normalizer2;Reference;12,409392256354;151,452825201717;1;Pass;0,0102099395112248;81,8959905814247;999;1;
S26-A95;B-N1R2;Unknown;250;normalizer3;Reference;6,81839181109122;163,713685314964;1;Pass;0,0102099395112248;79,9687594238702;999;1;
S26-A93;B-N1R2;Unknown;250;normalizer1bis;Reference;4,06833146214668;191,786343671763;0,689443820715559;Pass;0,0102099395112248;79,9933408177874;999;1;
S26-A91;B-N1R2;Unknown;250;gene3;Test;10,9815283063564;126,699667317622;1;Pass;0,0102099395112248;85,2951187528755;999;1;
S67-A01;J - Mix 1/160;Standard;1,56;normalizer1;Reference;10,8147159644932;1,98387167685562;1;Pass;0,0102099395112248;80,1234359901655;999;1;
S67-A22;J - Mix 1/160;Standard;1,56;gene1;Test;13,9100988617767;46,2301046771467;1;Pass;0,0102099395112248;82,5621655784876;999;1;
S67-A29;J - Mix 1/160;Standard;1,56;gene4;Test;20,0982679996621;1,31364985508726;0,98308835261931;Pass;0,0102099395112248;77,2813786628534;999;1;
S67-A67;J - Mix 1/160;Standard;1,56;gene2;Test;17,0438637064777;2,56751998896363;0,960494961102504;Pass;0,0102099395112248;80,6907163576622;999;1;
S67-A96;J - Mix 1/160;Standard;1,56;normalizer2;Reference;20,5809039836392;2,02768569039376;1;Pass;0,0102099395112248;81,7030779495452;999;1;
S67-A95;J - Mix 1/160;Standard;1,56;normalizer3;Reference;14,1464601139447;1,51001055428436;0,972611551540296;Pass;0,0102099395112248;79,9332469622166;999;1;
S67-A93;J - Mix 1/160;Standard;1,56;normalizer1bis;Reference;10,9737749477193;1,6886485549691;1;Pass;0,0102099395112248;79,9506348528065;999;1;
S67-A91;J - Mix 1/160;Standard;1,56;gene3;Test;17,6079107196572;3,05149943780607;1;Pass;0,0102099395112248;85,1874915352907;999;1;
S25-A01;B-N1R1;Unknown;250;normalizer1;Reference;4,48402722518883;140,76990480655;0,828009075062944;Pass;0,0102099395112248;80,2014327443684;999;1;
S25-A22;B-N1R1;Unknown;250;gene1;Test;14,2181901023579;37,0116141931088;1;Pass;0,0102099395112248;81,9544475112798;999;1;
S25-A29;B-N1R1;Unknown;250;gene4;Test;17,6578848333078;5,84035423415581;1;Pass;0,0102099395112248;77,8733897427198;999;1;
S25-A67;B-N1R1;Unknown;250;gene2;Test;10,9719685743953;112,674461308218;1;Pass;0,0102099395112248;80,8023664497066;999;1;
S25-A96;B-N1R1;Unknown;250;normalizer2;Reference;12,8280519765924;121,423237001165;1;Pass;0,0102099395112248;81,9135815354896;999;1;
S25-A95;B-N1R1;Unknown;250;normalizer3;Reference;7,44578470510158;109,609798542883;1;Pass;0,0102099395112248;80,0010476013816;999;1;
S25-A93;B-N1R1;Unknown;250;normalizer1bis;Reference;4,45735665273319;146,903274919844;0,819118884244397;Pass;0,0102099395112248;80,03247604642;999;1;
S25-A91;B-N1R1;Unknown;250;gene3;Test;11,3446306039052;103,30002723543;1;Pass;0,0102099395112248;85,3298534828907;999;1;
S66-A01;J - Mix 1/80;Standard;3,12;normalizer1;Reference;9,67845358615281;4,26323487625055;1;Pass;0,0102099395112248;80,1421077387637;999;1;
S66-A22;J - Mix 1/80;Standard;3,12;gene1;Test;12,718177935971;109,293174451023;1;Pass;0,0102099395112248;82,5667799381078;999;1;
S66-A29;J - Mix 1/80;Standard;3,12;gene4;Test;18,0395940344807;4,62476296013188;0,953675758346594;Pass;0,0102099395112248;77,2746323045529;999;1;
S66-A67;J - Mix 1/80;Standard;3,12;gene2;Test;16,0951910252712;4,63562769402687;0,946521050283901;Pass;0,0102099395112248;80,7244237527612;999;1;
S66-A96;J - Mix 1/80;Standard;3,12;normalizer2;Reference;19,4907269597052;3,605106284451;1;Pass;0,0102099395112248;81,7379733862088;999;1;
S66-A95;J - Mix 1/80;Standard;3,12;normalizer3;Reference;12,954415128926;3,23613933770564;1;Pass;0,0102099395112248;79,9638207033592;999;1;
S66-A93;J - Mix 1/80;Standard;3,12;normalizer1bis;Reference;9,77324857368943;3,84462420086254;1;Pass;0,0102099395112248;79,9814622433951;999;1;
S66-A91;J - Mix 1/80;Standard;3,12;gene3;Test;16,4852022409869;5,73714173459637;1;Pass;0,0102099395112248;85,2309798236376;999;1;
S36-A01;B-N4R3;Unknown;250;normalizer1;Reference;3,66943256182761;243,604213682877;0,556477520609203;Fail;0,0102099395112248;80,1659094156538;999;1;
S36-A22;B-N4R3;Unknown;250;gene1;Test;13,8216243599512;49,2789793042265;1;Pass;0,0102099395112248;82,0204710638206;999;1;
S36-A29;B-N4R3;Unknown;250;gene4;Test;10,2968610822996;525,902362519357;0,967459891751155;Pass;0,0102099395112248;77,7881343546764;999;1;
S36-A67;B-N4R3;Unknown;250;gene2;Test;10,048112909517;200,31236504019;0,981562708961494;Pass;0,0102099395112248;80,7873172879983;999;1;
S36-A96;B-N4R3;Unknown;250;normalizer2;Reference;11,4542106134091;250,753973565668;1;Pass;0,0102099395112248;81,9798270779883;999;1;
S36-A95;B-N4R3;Unknown;250;normalizer3;Reference;6,28515487186855;230,235448505629;1;Pass;0,0102099395112248;79,9778191683418;999;1;
S36-A93;B-N4R3;Unknown;250;normalizer1bis;Reference;3,73746201738878;240,599595051853;0,57915400579626;Fail;0,0102099395112248;80,0033180467289;999;1;
S36-A91;B-N4R3;Unknown;250;gene3;Test;10,4915190731311;166,89491095649;1;Pass;0,0102099395112248;85,3030007339871;999;1;
S65-A01;J - Mix 1/40;Standard;6,25;normalizer1;Reference;8,84968200168972;7,44833760690766;1;Pass;0,0102099395112248;80,15258320044;999;1;
S65-A22;J - Mix 1/40;Standard;6,25;gene1;Test;11,8825562681847;199,784182803534;1;Pass;0,0102099395112248;82,5648496787919;999;1;
S65-A29;J - Mix 1/40;Standard;6,25;gene4;Test;17,3892684494047;6,88273428857934;1;Pass;0,0102099395112248;77,2284654705228;999;1;
S65-A67;J - Mix 1/40;Standard;6,25;gene2;Test;15,6648352295839;6,06052370052012;1;Pass;0,0102099395112248;80,6696172393131;999;1;
S65-A96;J - Mix 1/40;Standard;6,25;normalizer2;Reference;18,5073501765452;6,05831858452475;1;Pass;0,0102099395112248;81,6834531813863;999;1;
S65-A95;J - Mix 1/40;Standard;6,25;normalizer3;Reference;12,263406163506;5,03419313330685;0,979875458077306;Pass;0,0102099395112248;79,942099128899;999;1;
S65-A93;J - Mix 1/40;Standard;6,25;normalizer1bis;Reference;8,8913624281783;7,03608548301134;1;Pass;0,0102099395112248;79,9687975322481;999;1;
S65-A91;J - Mix 1/40;Standard;6,25;gene3;Test;15,9594890152586;7,71050193289611;1;Pass;0,0102099395112248;85,2523902184184;999;1;
S35-A01;B-N4R2;Unknown;250;normalizer1;Reference;3,6815014352175;241,632886958496;0,560500478405833;Fail;0,0102099395112248;80,127020738591;999;1;
S35-A22;B-N4R2;Unknown;250;gene1;Test;13,5419540988049;60,3029494772813;1;Pass;0,0102099395112248;81,9542417118132;999;1;
S35-A29;B-N4R2;Unknown;250;gene4;Test;11,4537337566699;259,261178225388;0,975235368416955;Pass;0,0102099395112248;77,7451429476611;999;1;
S35-A67;B-N4R2;Unknown;250;gene2;Test;9,66942175947384;253,591816230624;1;Pass;0,0102099395112248;80,7434672183161;999;1;
S35-A96;B-N4R2;Unknown;250;normalizer2;Reference;11,4790059983653;247,493393314551;1;Pass;0,0102099395112248;81,9534244502409;999;1;
S35-A95;B-N4R2;Unknown;250;normalizer3;Reference;6,23156592520275;238,261886508738;1;Pass;0,0102099395112248;79,9350489821426;999;1;
S35-A93;B-N4R2;Unknown;250;normalizer1bis;Reference;3,68023469486029;250,223188239422;0,560078231620097;Fail;0,0102099395112248;79,9698311735857;999;1;
S35-A91;B-N4R2;Unknown;250;gene3;Test;10,0536458786115;213,490379644193;0,994509307283465;Pass;0,0102099395112248;85,2845344176424;999;1;
S64-A01;J - Mix 1/20;Standard;12,5;normalizer1;Reference;8,06364235378739;12,6440232084923;0,958854409854291;Pass;0,0102099395112248;80,1601427003131;999;1;
S64-A22;J - Mix 1/20;Standard;12,5;gene1;Test;10,9249251895757;398,822095103585;1;Pass;0,0102099395112248;82,6007694511315;999;1;
S64-A29;J - Mix 1/20;Standard;12,5;gene4;Test;16,7870855794369;9,94603291332011;1;Pass;0,0102099395112248;77,1868364653756;999;1;
S64-A67;J - Mix 1/20;Standard;12,5;gene2;Test;14,5376384255532;12,2290197552246;1;Pass;0,0102099395112248;80,7611955102359;999;1;
S64-A96;J - Mix 1/20;Standard;12,5;normalizer2;Reference;17,6922181697788;9,31573012197529;1;Pass;0,0102099395112248;81,7444259126385;999;1;
S64-A95;J - Mix 1/20;Standard;12,5;normalizer3;Reference;11,4327115348431;8,56298446943638;1;Pass;0,0102099395112248;79,949203352322;999;1;
S64-A93;J - Mix 1/20;Standard;12,5;normalizer1bis;Reference;8,10523082136007;12,0589290352999;0,962587090113842;Pass;0,0102099395112248;79,9710430749465;999;1;
